0,0
0.999999,0.00133085
-0.0254062,-0.0135142

0,0
0.999996,0.0026617
0.0251667,0.0295696

0,0
0.999992,0.00399254
0.0453263,-0.0150094

0,0
0.999986,0.00532337
0.054987,-0.010154

0,0
0.999978,0.0066542
-0.0505424,0.0385096

0,0
0.999968,0.00798502
-0.0430396,-0.056145

0,0
0.999957,0.00931582
0.0408412,-0.0659881

0,0
0.999943,0.0106466
0.0841212,-0.00316409

0,0
0.999928,0.0119774
0.0893477,-0.0144918

0,0
0.999911,0.0133081
0.0703837,-0.0662231

0,0
0.999893,0.0146388
0.080262,0.0638826

0,0
0.999872,0.0159695
0.0707115,-0.0821074

0,0
0.99985,0.0173002
-0.0946286,-0.0635551

0,0
0.999826,0.0186308
0.119485,-0.00101971

0,0
0.999801,0.0199614
-0.11976,-0.0353471

0,0
0.999773,0.021292
-0.000837889,-0.130132

0,0
0.999744,0.0226225
0.0352338,0.130631

0,0
0.999713,0.023953
0.067163,-0.12326

0,0
0.99968,0.0252835
0.13448,-0.0551626

0,0
0.999646,0.0266139
0.00960349,-0.149948

0,0
0.999609,0.0279442
0.0429399,0.149017

0,0
0.999571,0.0292745
-0.140151,-0.0768396

0,0
0.999532,0.0306048
-0.133734,0.0958206

0,0
0.99949,0.031935
0.142355,-0.0913414

0,0
0.999447,0.0332651
-0.0205037,-0.172486

0,0
0.999401,0.0345952
-0.17357,0.0403768

0,0
0.999354,0.0359252
-0.180469,-0.0281596

0,0
0.999306,0.0372552
-0.0513401,-0.179866

0,0
0.999255,0.0385851
0.0568136,0.18277

0,0
0.999203,0.0399149
0.195139,0.0147657

0,0
0.999149,0.0412446
-0.154283,0.12719

0,0
0.999093,0.0425743
0.132638,0.155208

0,0
0.999036,0.0439039
-0.154051,0.140252

0,0
0.998976,0.0452335
-0.20783,-0.0441252

0,0
0.998915,0.0465629
-0.0031794,0.21653

0,0
0.998853,0.0478923
-0.141276,0.169437

0,0
0.998788,0.0492216
0.223476,-0.0227043

0,0
0.998721,0.0505507
-0.0561481,0.221608

0,0
0.998653,0.0518798
0.231336,0.023841

0,0
0.998583,0.0532089
0.0869888,-0.219899

0,0
0.998512,0.0545378
-0.00513856,-0.240312

0,0
0.998438,0.0558666
-0.229521,0.0834602

0,0
0.998363,0.0571953
-0.246215,-0.0301378

0,0
0.998286,0.0585239
0.251796,-0.00538933

0,0
0.998207,0.0598525
0.244647,-0.0741105

0,0
0.998127,0.0611809
0.144814,-0.215181

0,0
0.998044,0.0625092
0.155457,0.212252

0,0
0.99796,0.0638374
0.0305105,0.265037

0,0
0.997874,0.0651654
0.0274706,-0.26906

0,0
0.997787,0.0664934
0.270368,-0.0451097

0,0
0.997697,0.0678212
-0.15628,0.229587

0,0
0.997606,0.069149
0.191225,0.206348

0,0
0.997513,0.0704766
-0.225506,0.174127

0,0
0.997419,0.0718041
0.266578,0.110225

0,0
0.997322,0.0731314
0.20754,-0.20541

0,0
0.997224,0.0744586
0.00415941,0.295491

0,0
0.997124,0.0757857
0.227636,-0.19389

0,0
0.997022,0.0771127
0.0552057,-0.297414

0,0
0.996919,0.0784395
0.268689,0.146331

0,0
0.996814,0.0797662
0.308791,-0.0192744

0,0
0.996707,0.0810927
-0.0720741,0.304397

0,0
0.996598,0.0824191
-0.0780967,0.306421

0,0
0.996487,0.0837454
-0.318862,-0.0217511

0,0
0.996375,0.0850715
0.0727307,0.314676

0,0
0.996261,0.0863974
-0.18691,-0.267492

0,0
0.996145,0.0877232
0.306884,0.120406

0,0
0.996027,0.0890488
-0.296996,0.150562

0,0
0.995908,0.0903743
-0.226383,-0.248672

0,0
0.995787,0.0916996
-0.0997518,0.324591

0,0
0.995664,0.0930248
-0.16714,-0.299346

0,0
0.995539,0.0943498
0.315528,0.142237

0,0
0.995413,0.0956746
0.336487,-0.0939234

0,0
0.995284,0.0969993
-0.214199,0.280056

0,0
0.995154,0.0983238
-0.192078,0.299494

0,0
0.995023,0.0996481
0.348422,0.0864991

0,0
0.994889,0.100972
-0.221732,-0.286381

0,0
0.994754,0.102296
-0.221121,0.290853

0,0
0.994617,0.10362
-0.0347878,-0.366879

0,0
0.994478,0.104944
-0.0794043,-0.363094

0,0
0.994338,0.106267
-0.216444,0.306

0,0
0.994195,0.10759
0.365992,-0.0942652

0,0
0.994051,0.108913
0.281418,-0.256909

0,0
0.993905,0.110236
0.0681953,-0.378047

0,0
0.993758,0.111559
-0.37644,0.090805

0,0
0.993608,0.112881
0.242601,-0.305761

0,0
0.993457,0.114203
-0.338028,-0.201209

0,0
0.993305,0.115525
-0.373197,0.133733

0,0
0.99315,0.116847
-0.0229574,0.398817

0,0
0.992994,0.118169
-0.168643,-0.365477

0,0
0.992835,0.11949
0.0537691,0.401951

0,0
0.992675,0.120812
-0.368642,0.176096

0,0
0.992514,0.122133
0.392859,-0.122591

0,0
0.99235,0.123453
0.0836999,0.405994

0,0
0.992185,0.124774
-0.37271,-0.18816

0,0
0.992018,0.126094
-0.167944,0.385487

0,0
0.99185,0.127414
-0.417794,0.0689321

0,0
0.991679,0.128734
-0.0445852,0.424055

0,0
0.991507,0.130054
0.360702,-0.232855

0,0
0.991333,0.131373
-0.175786,0.394908

0,0
0.991157,0.132692
0.288761,0.325584

0,0
0.99098,0.134011
-0.340773,0.275327

0,0
0.990801,0.13533
-0.430147,-0.0972521

0,0
0.99062,0.136649
0.424113,-0.131047

0,0
0.990437,0.137967
-0.298861,0.332112

0,0
0.990252,0.139285
-0.44727,0.0463148

0,0
0.990066,0.140603
-0.144941,0.42869

0,0
0.989878,0.14192
-0.453718,-0.0389844

0,0
0.989688,0.143237
-0.398998,0.225356

0,0
0.989497,0.144554
0.461064,-0.00441054

0,0
0.989304,0.145871
0.230971,-0.402335

0,0
0.989109,0.147188
-0.259148,0.388195

0,0
0.988912,0.148504
-0.152375,-0.444155

0,0
0.988713,0.14982
-0.339809,-0.32813

0,0
0.988513,0.151136
-0.175161,0.441718

0,0
0.988311,0.152451
-0.477625,-0.018309

0,0
0.988107,0.153766
-0.279419,-0.391227

0,0
0.987902,0.155081
-0.483469,-0.00849572

0,0
0.987694,0.156396
0.486309,-0.00281477

0,0
0.987485,0.15771
0.467595,0.143374

0,0
0.987275,0.159024
0.220764,-0.439511

0,0
0.987062,0.160338
0.302943,0.390955

0,0
0.986848,0.161651
0.378365,0.322773

0,0
0.986632,0.162964
0.0144233,0.499864

0,0
0.986414,0.164277
0.42533,-0.268149

0,0
0.986195,0.16559
-0.366182,-0.34852

0,0
0.985973,0.166902
0.0349092,0.507041

0,0
0.98575,0.168214
0.441796,-0.256684

0,0
0.985526,0.169526
-0.310186,-0.409419

0,0
0.985299,0.170838
-0.0322082,-0.515344

0,0
0.985071,0.172149
-0.139004,0.500079

0,0
0.984841,0.17346
0.444769,-0.272716

0,0
0.984609,0.17477
-0.009874,0.524305

0,0
0.984376,0.17608
0.441247,-0.288275

0,0
0.984141,0.17739
-0.474699,0.235112

0,0
0.983904,0.1787
0.396169,0.355654

0,0
0.983665,0.180009
0.2915,0.448663

0,0
0.983425,0.181318
0.186847,0.504179

0,0
0.983182,0.182627
-0.319585,-0.435682

0,0
0.982938,0.183935
0.387835,-0.379988

0,0
0.982693,0.185243
0.527243,0.140291

0,0
0.982445,0.186551
-0.36106,-0.412517

0,0
0.982196,0.187858
0.0781002,0.545262

0,0
0.981945,0.189165
-0.0682035,0.549218

0,0
0.981693,0.190471
0.420982,0.363258

0,0
0.981438,0.191778
0.477822,0.289421

0,0
0.981182,0.193084
0.561144,0.0100329

0,0
0.980924,0.194389
0.4391,-0.353674

0,0
0.980665,0.195695
0.158896,-0.543659

0,0
0.980404,0.197
-0.315526,0.473478

0,0
0.980141,0.198304
-0.0912755,-0.564217

0,0
0.979876,0.199608
0.153251,0.553286

0,0
0.979609,0.200912
0.0681693,0.572635

0,0
0.979341,0.202216
-0.0242404,0.578727

0,0
0.979071,0.203519
-0.384497,-0.436619

0,0
0.978799,0.204822
0.519574,-0.267366

0,0
0.978526,0.206124
-0.497991,0.310518

0,0
0.978251,0.207426
-0.493213,-0.322707

0,0
0.977974,0.208728
-0.566969,-0.170099

0,0
0.977695,0.21003
0.386039,-0.452059

0,0
0.977415,0.21133
-0.288517,-0.522632

0,0
0.977133,0.212631
-0.548607,0.241713

0,0
0.976849,0.213931
